Complaint Year,Month Number,Record Create Date,County,Offense Category
2022,10,10/11/2022,KINGS,Religion/Religious Practice
2022,5,05/10/2022,KINGS,Ethnicity/National Origin/Ancestry
2022,9,09/13/2022,KINGS,Religion/Religious Practice
2022,3,03/03/2022,KINGS,Race/Color
2022,6,06/24/2022,KINGS,Ethnicity/National Origin/Ancestry
2022,2,02/20/2022,KINGS,Religion/Religious Practice
2022,5,05/27/2022,QUEENS,Sexual Orientation
2022,5,05/16/2022,QUEENS,Religion/Religious Practice
2022,3,03/28/2022,QUEENS,Race/Color
2022,2,02/10/2022,QUEENS,Religion/Religious Practice
2022,11,11/08/2022,KINGS,Religion/Religious Practice
2022,11,11/14/2022,KINGS,Religion/Religious Practice
2022,5,05/09/2022,KINGS,Religion/Religious Practice
2022,4,04/26/2022,KINGS,Religion/Religious Practice
2022,11,11/07/2022,KINGS,Ethnicity/National Origin/Ancestry
2022,3,03/27/2022,KINGS,Gender
2022,1,01/03/2022,KINGS,Religion/Religious Practice
2022,9,09/26/2022,KINGS,Ethnicity/National Origin/Ancestry
2022,11,11/02/2022,KINGS,Race/Color
2022,1,02/24/2022,QUEENS,Religion/Religious Practice
2022,5,05/16/2022,QUEENS,Religion/Religious Practice
2022,12,12/11/2022,RICHMOND,Religion/Religious Practice
2023,2,02/03/2023,NEW YORK,Religion/Religious Practice
2023,1,01/04/2023,BRONX,Religion/Religious Practice
2023,1,01/15/2023,BRONX,Religion/Religious Practice
2023,3,03/06/2023,KINGS,Religion/Religious Practice
2023,2,02/09/2023,RICHMOND,Religion/Religious Practice
2022,5,05/25/2022,RICHMOND,Religion/Religious Practice
2022,9,09/20/2022,RICHMOND,Race/Color
2023,2,02/28/2023,NEW YORK,Religion/Religious Practice
2023,2,02/28/2023,KINGS,Religion/Religious Practice
2023,3,03/05/2023,KINGS,Race/Color
2023,1,01/30/2023,KINGS,Religion/Religious Practice
2022,2,02/12/2022,QUEENS,Religion/Religious Practice
2022,2,02/14/2022,QUEENS,Religion/Religious Practice
2022,2,02/09/2022,RICHMOND,Race/Color
2023,2,02/16/2023,KINGS,Religion/Religious Practice
2023,1,01/05/2023,QUEENS,Religion/Religious Practice
2023,3,03/31/2023,KINGS,Race/Color
2023,3,03/18/2023,KINGS,Religion/Religious Practice
2023,2,02/08/2023,KINGS,Ethnicity/National Origin/Ancestry
2023,1,01/16/2023,QUEENS,Religion/Religious Practice
2023,3,03/28/2023,QUEENS,Religion/Religious Practice
2022,8,08/18/2022,QUEENS,Gender
2023,9,01/20/2023,NEW YORK,Ethnicity/National Origin/Ancestry
2023,3,03/31/2023,KINGS,Race/Color
2023,3,03/24/2023,QUEENS,Religion/Religious Practice
2023,2,03/03/2023,QUEENS,Religion/Religious Practice
2023,3,03/31/2023,QUEENS,Religion/Religious Practice
2023,2,02/08/2023,KINGS,Ethnicity/National Origin/Ancestry
2023,3,03/15/2023,QUEENS,Religion/Religious Practice
2023,3,03/23/2023,QUEENS,Religion/Religious Practice
2022,6,06/23/2022,RICHMOND,Religion/Religious Practice
2023,1,01/25/2023,NEW YORK,Religion/Religious Practice
2023,2,02/19/2023,NEW YORK,Religion/Religious Practice
2023,1,01/13/2023,BRONX,Sexual Orientation
2023,1,03/24/2023,KINGS,Religion/Religious Practice
2023,2,02/18/2023,QUEENS,Sexual Orientation
2023,3,03/09/2023,QUEENS,Religion/Religious Practice
2023,3,03/29/2023,KINGS,Religion/Religious Practice
2023,3,03/21/2023,QUEENS,Religion/Religious Practice
2023,3,03/31/2023,QUEENS,Religion/Religious Practice
2023,3,03/31/2023,QUEENS,Religion/Religious Practice
2022,9,09/21/2022,QUEENS,Race/Color
2022,8,08/11/2022,RICHMOND,Race/Color
2023,3,03/10/2023,BRONX,Religion/Religious Practice
2023,1,01/23/2023,QUEENS,Religion/Religious Practice
2023,3,03/13/2023,RICHMOND,Race/Color
2023,2,02/08/2023,NEW YORK,Sexual Orientation
2023,1,01/26/2023,NEW YORK,Race/Color
2023,1,01/25/2023,KINGS,Religion/Religious Practice
